@relation mnist-3k.arff
@attribute filename string
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
0_1.png,0
0_1000.png,0
0_10005.png,0
0_10010.png,0
0_10022.png,0
0_10025.png,0
0_10026.png,0
0_10045.png,0
0_10069.png,0
0_10071.png,0
0_10080.png,0
0_10083.png,0
0_10107.png,0
0_10119.png,0
0_10120.png,0
0_10121.png,0
0_10128.png,0
0_10140.png,0
0_1015.png,0
0_10167.png,0
0_10168.png,0
0_10176.png,0
0_1018.png,0
0_10188.png,0
0_10195.png,0
0_10203.png,0
0_10204.png,0
0_10221.png,0
0_10230.png,0
0_10237.png,0
0_10240.png,0
0_10242.png,0
0_10245.png,0
0_10254.png,0
0_10259.png,0
0_10261.png,0
0_10265.png,0
0_10272.png,0
0_10276.png,0
0_1028.png,0
0_10283.png,0
0_1029.png,0
0_10323.png,0
0_10326.png,0
0_10334.png,0
0_10340.png,0
0_10343.png,0
0_10348.png,0
0_10352.png,0
0_10363.png,0
0_10366.png,0
0_10372.png,0
0_10380.png,0
0_10384.png,0
0_1040.png,0
0_10407.png,0
0_10425.png,0
0_10439.png,0
0_10456.png,0
0_1046.png,0
0_10469.png,0
0_10471.png,0
0_10479.png,0
0_10488.png,0
0_1049.png,0
0_10505.png,0
0_10523.png,0
0_10530.png,0
0_10531.png,0
0_10542.png,0
0_10563.png,0
0_10564.png,0
0_10579.png,0
0_10599.png,0
0_10604.png,0
0_10625.png,0
0_10645.png,0
0_10664.png,0
0_10689.png,0
0_10691.png,0
0_10700.png,0
0_10705.png,0
0_10732.png,0
0_10747.png,0
0_10750.png,0
0_10755.png,0
0_1076.png,0
0_10773.png,0
0_1078.png,0
0_10781.png,0
0_108.png,0
0_10801.png,0
0_10806.png,0
0_10821.png,0
0_10840.png,0
0_10844.png,0
0_10849.png,0
0_10859.png,0
0_10861.png,0
0_10874.png,0
0_1090.png,0
0_10909.png,0
0_10914.png,0
0_10916.png,0
0_10919.png,0
0_10924.png,0
0_1093.png,0
0_10938.png,0
0_10974.png,0
0_10975.png,0
0_10992.png,0
0_11003.png,0
0_11014.png,0
0_11019.png,0
0_1102.png,0
0_11022.png,0
0_11026.png,0
0_11027.png,0
0_11029.png,0
0_11036.png,0
0_11041.png,0
0_11045.png,0
0_11052.png,0
0_11060.png,0
0_1107.png,0
0_11071.png,0
0_11072.png,0
0_11077.png,0
0_11091.png,0
0_11105.png,0
0_11116.png,0
0_11129.png,0
0_11133.png,0
0_11162.png,0
0_11172.png,0
0_11187.png,0
0_11217.png,0
0_11222.png,0
0_11231.png,0
0_11240.png,0
0_11267.png,0
0_11269.png,0
0_1128.png,0
0_11281.png,0
0_11295.png,0
0_11304.png,0
0_11315.png,0
0_11318.png,0
0_11320.png,0
0_11330.png,0
0_11335.png,0
0_11340.png,0
0_11354.png,0
0_11361.png,0
0_1137.png,0
0_11379.png,0
0_11391.png,0
0_114.png,0
0_11403.png,0
0_11409.png,0
0_11422.png,0
0_11428.png,0
0_11429.png,0
0_11451.png,0
0_11453.png,0
0_11462.png,0
0_11501.png,0
0_11514.png,0
0_1152.png,0
0_11526.png,0
0_11532.png,0
0_11541.png,0
0_11559.png,0
0_11562.png,0
0_11574.png,0
0_11577.png,0
0_11584.png,0
0_11588.png,0
0_11597.png,0
0_11605.png,0
0_11612.png,0
0_11615.png,0
0_11620.png,0
0_11636.png,0
0_11639.png,0
0_11654.png,0
0_11657.png,0
0_11661.png,0
0_11675.png,0
0_1168.png,0
0_11683.png,0
0_11694.png,0
0_11701.png,0
0_11712.png,0
0_11729.png,0
0_11742.png,0
0_11746.png,0
0_11754.png,0
0_11758.png,0
0_11779.png,0
0_11780.png,0
0_1179.png,0
0_11791.png,0
0_11792.png,0
0_11794.png,0
0_118.png,0
0_11807.png,0
0_11833.png,0
0_11834.png,0
0_11845.png,0
0_11846.png,0
0_11848.png,0
0_11851.png,0
0_11860.png,0
0_11887.png,0
0_11888.png,0
0_119.png,0
0_11902.png,0
0_11911.png,0
0_11914.png,0
0_11920.png,0
0_11933.png,0
0_11945.png,0
0_11948.png,0
0_1195.png,0
0_11957.png,0
0_11969.png,0
0_11973.png,0
0_11974.png,0
0_11993.png,0
0_12004.png,0
0_12008.png,0
0_12011.png,0
0_12020.png,0
0_12057.png,0
0_1209.png,0
0_12095.png,0
0_121.png,0
0_12103.png,0
0_12107.png,0
0_12115.png,0
0_12119.png,0
0_12134.png,0
0_12140.png,0
0_12142.png,0
0_12144.png,0
0_12150.png,0
0_12168.png,0
0_12180.png,0
0_12184.png,0
0_12193.png,0
0_12195.png,0
0_12205.png,0
0_12217.png,0
0_12219.png,0
0_12239.png,0
0_12259.png,0
0_12264.png,0
0_12266.png,0
0_12276.png,0
0_12313.png,0
0_12321.png,0
0_12324.png,0
0_12325.png,0
0_12337.png,0
0_12339.png,0
0_12351.png,0
0_12357.png,0
0_12360.png,0
0_12374.png,0
0_12387.png,0
0_12414.png,0
0_12421.png,0
0_12456.png,0
0_12457.png,0
0_12477.png,0
0_12497.png,0
0_12500.png,0
0_12504.png,0
0_12516.png,0
0_12533.png,0
0_12542.png,0
0_12550.png,0
0_12553.png,0
0_12554.png,0
0_12555.png,0
0_12568.png,0
0_12573.png,0
0_12575.png,0
0_12584.png,0
0_12605.png,0
0_12635.png,0
0_12652.png,0
0_12653.png,0
0_12662.png,0
0_12665.png,0
0_12666.png,0
0_12670.png,0
0_1268.png,0
0_12686.png,0
1_10006.png,1
1_10007.png,1
1_1002.png,1
1_10020.png,1
1_10027.png,1
1_1003.png,1
1_10040.png,1
1_10048.png,1
1_10058.png,1
1_10067.png,1
1_10068.png,1
1_10085.png,1
1_10098.png,1
1_10110.png,1
1_10118.png,1
1_1012.png,1
1_10123.png,1
1_10129.png,1
1_10134.png,1
1_10136.png,1
1_10139.png,1
1_10145.png,1
1_10152.png,1
1_10156.png,1
1_10157.png,1
1_10169.png,1
1_1017.png,1
1_10180.png,1
1_102.png,1
1_10205.png,1
1_10220.png,1
1_10223.png,1
1_10239.png,1
1_10248.png,1
1_10257.png,1
1_10266.png,1
1_10267.png,1
1_10268.png,1
1_10285.png,1
1_10290.png,1
1_10293.png,1
1_10301.png,1
1_1031.png,1
1_10318.png,1
1_10325.png,1
1_10342.png,1
1_10345.png,1
1_10346.png,1
1_10362.png,1
1_10364.png,1
1_10365.png,1
1_10376.png,1
1_10378.png,1
1_10399.png,1
1_104.png,1
1_10404.png,1
1_10409.png,1
1_10413.png,1
1_10416.png,1
1_10420.png,1
1_1044.png,1
1_10448.png,1
1_10455.png,1
1_10458.png,1
1_10468.png,1
1_105.png,1
1_10500.png,1
1_10508.png,1
1_1051.png,1
1_10519.png,1
1_1052.png,1
1_10537.png,1
1_10541.png,1
1_10545.png,1
1_10555.png,1
1_10556.png,1
1_10562.png,1
1_10565.png,1
1_10568.png,1
1_10580.png,1
1_10581.png,1
1_1060.png,1
1_10601.png,1
1_10602.png,1
1_10615.png,1
1_10624.png,1
1_10627.png,1
1_10638.png,1
1_1065.png,1
1_10659.png,1
1_10662.png,1
1_10667.png,1
1_10669.png,1
1_10675.png,1
1_10684.png,1
1_10686.png,1
1_1069.png,1
1_10692.png,1
1_10712.png,1
1_10713.png,1
1_10719.png,1
1_10741.png,1
1_10783.png,1
1_1080.png,1
1_10803.png,1
1_1081.png,1
1_10823.png,1
1_10834.png,1
1_10838.png,1
1_1084.png,1
1_10842.png,1
1_1085.png,1
1_10852.png,1
1_10863.png,1
1_10868.png,1
1_10878.png,1
1_10885.png,1
1_10886.png,1
1_10892.png,1
1_10897.png,1
1_10907.png,1
1_10915.png,1
1_10922.png,1
1_10926.png,1
1_10933.png,1
1_10947.png,1
1_1095.png,1
1_10971.png,1
1_10982.png,1
1_10983.png,1
1_10985.png,1
1_11004.png,1
1_11043.png,1
1_11047.png,1
1_11050.png,1
1_11051.png,1
1_11057.png,1
1_11058.png,1
1_11061.png,1
1_11069.png,1
1_11079.png,1
1_11082.png,1
1_11093.png,1
1_11107.png,1
1_11112.png,1
1_11134.png,1
1_11135.png,1
1_11143.png,1
1_1115.png,1
1_11152.png,1
1_11156.png,1
1_11157.png,1
1_11178.png,1
1_1118.png,1
1_112.png,1
1_11200.png,1
1_11205.png,1
1_11214.png,1
1_11228.png,1
1_11229.png,1
1_1123.png,1
1_11236.png,1
1_11248.png,1
1_11249.png,1
1_11262.png,1
1_11268.png,1
1_11272.png,1
1_11275.png,1
1_11278.png,1
1_11279.png,1
1_11287.png,1
1_11291.png,1
1_11292.png,1
1_11297.png,1
1_113.png,1
1_11308.png,1
1_1131.png,1
1_11312.png,1
1_11317.png,1
1_1132.png,1
1_11326.png,1
1_11337.png,1
1_11342.png,1
